#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.80853  0.19747  0.07209  1.32389  0.000690  0.000262  0.002027     2.634
   0.82351  0.18258  0.07034  1.32683  0.000656  0.000250  0.002175     2.619
   0.83835  0.16788  0.06837  1.32934  0.000622  0.000239  0.002333     2.605
   0.85301  0.15338  0.06618  1.33140  0.000589  0.000227  0.002503     2.593
   0.86743  0.13916  0.06377  1.33298  0.000556  0.000215  0.002689     2.582
   0.88157  0.12527  0.06115  1.33401  0.000523  0.000204  0.002892     2.572
   0.89532  0.11181  0.05832  1.33444  0.000491  0.000192  0.003117     2.562
   0.90857  0.09891  0.05531  1.33420  0.000459  0.000180  0.003368     2.553
   0.92119  0.08670  0.05215  1.33322  0.000427  0.000168  0.003650     2.544
   0.93299  0.07535  0.04890  1.33140  0.000396  0.000156  0.003968     2.536
   0.94384  0.06501  0.04563  1.32867  0.000366  0.000145  0.004325     2.527
   0.95363  0.05576  0.04241  1.32494  0.000338  0.000134  0.004724     2.518
   0.96234  0.04762  0.03929  1.32010  0.000311  0.000124  0.005167     2.508
   0.97002  0.04054  0.03632  1.31404  0.000286  0.000114  0.005658     2.497
   0.97677  0.03441  0.03349  1.30658  0.000263  0.000106  0.006199     2.486
   0.98270  0.02912  0.03083  1.29748  0.000241  0.000097  0.006795     2.473
   0.98794  0.02453  0.02830  1.28643  0.000221  0.000090  0.007450     2.460
   0.99259  0.02055  0.02589  1.27301  0.000202  0.000083  0.008170     2.445
   0.99676  0.01707  0.02360  1.25664  0.000185  0.000076  0.008959     2.430
   1.00051  0.01404  0.02138  1.23660  0.000169  0.000070  0.009818     2.413
   1.00393  0.01138  0.01924  1.21193  0.000154  0.000064  0.010744     2.396
   1.00705  0.00906  0.01715  1.18141  0.000140  0.000059  0.011725     2.377
   1.00993  0.00704  0.01510  1.14349  0.000127  0.000054  0.012730     2.358
   1.01259  0.00530  0.01308  1.09626  0.000116  0.000049  0.013705     2.338
   1.01508  0.00381  0.01109  1.03747  0.000105  0.000045  0.014551     2.318
   1.01741  0.00258  0.00911  0.96469  0.000096  0.000042  0.015137     2.298
   1.01961  0.00159  0.00714  0.87580  0.000088  0.000038  0.015231     2.281
   1.02170  0.00084  0.00520  0.76945  0.000081  0.000036  0.014719     2.261
   1.02368  0.00034  0.00328  0.64661  0.000077  0.000034  0.013246     2.251
   1.02558  0.00006  0.00140  0.51012  0.000073  0.000033  0.011122     2.233
   1.02740  0.00001 -0.00042  0.36703  0.000072  0.000032  0.008111     2.239
   1.02924  0.00016 -0.00225  0.21429  0.000070  0.000032  0.004908     2.225
   1.03116  0.00056 -0.00413  0.05392  0.000073  0.000033  0.001186     2.230
   1.03315  0.00122 -0.00601 -0.10493  0.000073  0.000033  0.002308     2.230
   1.03523  0.00215 -0.00788 -0.25400  0.000079  0.000035  0.005092     2.245
   1.03742  0.00334 -0.00971 -0.38654  0.000084  0.000038  0.007255     2.244
   1.03973  0.00480 -0.01150 -0.50087  0.000092  0.000041  0.008377     2.268
   1.04219  0.00653 -0.01325 -0.59668  0.000101  0.000045  0.009036     2.275
   1.04481  0.00853 -0.01495 -0.67648  0.000112  0.000049  0.009090     2.295
   1.04764  0.01081 -0.01661 -0.74236  0.000124  0.000054  0.008912     2.309
   1.05069  0.01339 -0.01825 -0.79700  0.000137  0.000059  0.008517     2.325
   1.05403  0.01631 -0.01986 -0.84241  0.000151  0.000065  0.008030     2.341
   1.05769  0.01960 -0.02147 -0.88039  0.000167  0.000071  0.007493     2.357
   1.06175  0.02333 -0.02307 -0.91230  0.000184  0.000078  0.006940     2.372
   1.06629  0.02758 -0.02468 -0.93924  0.000202  0.000085  0.006390     2.388
   1.07140  0.03242 -0.02630 -0.96204  0.000223  0.000093  0.005855     2.403
   1.07720  0.03799 -0.02793 -0.98132  0.000245  0.000101  0.005342     2.419
   1.08383  0.04441 -0.02959 -0.99754  0.000270  0.000111  0.004855     2.434
   1.09143  0.05182 -0.03124 -1.01102  0.000298  0.000121  0.004396     2.450
   1.10014  0.06037 -0.03289 -1.02200  0.000328  0.000133  0.003968     2.466
   1.11004  0.07015 -0.03450 -1.03064  0.000361  0.000145  0.003574     2.482
   1.12115  0.08116 -0.03602 -1.03712  0.000396  0.000159  0.003218     2.498
   1.13339  0.09331 -0.03741 -1.04166  0.000434  0.000173  0.002901     2.513
   1.14659  0.10646 -0.03865 -1.04451  0.000474  0.000187  0.002623     2.529
   1.16057  0.12040 -0.03970 -1.04598  0.000514  0.000202  0.002380     2.544
   1.17515  0.13494 -0.04057 -1.04634  0.000555  0.000217  0.002170     2.559
   1.19017  0.14996 -0.04126 -1.04585  0.000596  0.000232  0.001988     2.573
   1.20554  0.16532 -0.04177 -1.04472  0.000637  0.000246  0.001829     2.587
   1.22118  0.18095 -0.04212 -1.04311  0.000678  0.000261  0.001690     2.601
   1.23703  0.19680 -0.04234 -1.04114  0.000718  0.000275  0.001568     2.613
   1.25305  0.21282 -0.04242 -1.03893  0.000758  0.000289  0.001461     2.626
   1.26922  0.22899 -0.04239 -1.03654  0.000798  0.000303  0.001366     2.638
   1.28551  0.24528 -0.04226 -1.03405  0.000837  0.000316  0.001283     2.648
   1.30191  0.26168 -0.04204 -1.03151  0.000875  0.000329  0.001209     2.658
   1.31840  0.27817 -0.04174 -1.02897  0.000913  0.000342  0.001144     2.667
   1.33498  0.29474 -0.04137 -1.02647  0.000950  0.000355  0.001087     2.675
   1.35163  0.31139 -0.04094 -1.02404  0.000985  0.000367  0.001038     2.681
   1.36835  0.32810 -0.04046 -1.02174  0.001019  0.000380  0.000997     2.685
   1.38512  0.34486 -0.03993 -1.01960  0.001051  0.000391  0.000963     2.686
   1.40194  0.36167 -0.03937 -1.01769  0.001080  0.000402  0.000938     2.684
   1.41879  0.37851 -0.03878 -1.01608  0.001106  0.000413  0.000921     2.677
   1.43565  0.39536 -0.03816 -1.01501  0.001125  0.000423  0.000922     2.662
   1.45245  0.41215 -0.03751 -1.01448  0.001139  0.000431  0.000933     2.641
   1.46922  0.42890 -0.03682 -1.01335  0.001165  0.000441  0.000910     2.642
   1.48599  0.44566 -0.03608 -1.01196  0.001196  0.000451  0.000876     2.651
   1.50279  0.46244 -0.03530 -1.01035  0.001229  0.000461  0.000838     2.664
   1.51960  0.47923 -0.03448 -1.00860  0.001264  0.000472  0.000799     2.679
   1.53645  0.49605 -0.03362 -1.00673  0.001300  0.000483  0.000761     2.694
   1.55331  0.51289 -0.03272 -1.00479  0.001336  0.000493  0.000725     2.709
   1.57020  0.52976 -0.03180 -1.00280  0.001373  0.000504  0.000691     2.724
   1.58711  0.54664 -0.03085 -1.00077  0.001409  0.000514  0.000660     2.739
   1.60404  0.56354 -0.02988 -0.99872  0.001445  0.000525  0.000631     2.753
   1.62099  0.58046 -0.02888 -0.99666  0.001481  0.000535  0.000604     2.766
   1.63796  0.59740 -0.02786 -0.99458  0.001517  0.000546  0.000578     2.780
   1.65494  0.61435 -0.02682 -0.99251  0.001553  0.000556  0.000554     2.792
   1.67193  0.63131 -0.02577 -0.99043  0.001589  0.000567  0.000531     2.805
   1.68894  0.64828 -0.02470 -0.98834  0.001626  0.000577  0.000509     2.818
   1.70596  0.66527 -0.02362 -0.98625  0.001662  0.000587  0.000488     2.831
   1.72298  0.68226 -0.02253 -0.98415  0.001700  0.000597  0.000468     2.845
   1.74002  0.69926 -0.02142 -0.98204  0.001738  0.000608  0.000447     2.859
   1.75706  0.71626 -0.02031 -0.97990  0.001777  0.000618  0.000427     2.875
   1.77410  0.73327 -0.01918 -0.97773  0.001818  0.000629  0.000406     2.893
   1.79115  0.75028 -0.01804 -0.97552  0.001862  0.000639  0.000384     2.913
   1.80821  0.76730 -0.01690 -0.97325  0.001908  0.000650  0.000362     2.936
   1.82526  0.78431 -0.01574 -0.97092  0.001958  0.000661  0.000337     2.963
   1.84231  0.80132 -0.01458 -0.96850  0.002013  0.000672  0.000311     2.995
   1.85937  0.81833 -0.01340 -0.96600  0.002074  0.000684  0.000283     3.034
   1.87641  0.83534 -0.01222 -0.96340  0.002144  0.000695  0.000252     3.082
   1.89345  0.85233 -0.01102 -0.96071  0.002223  0.000708  0.000218     3.141
   1.91046  0.86931 -0.00982 -0.95795  0.002314  0.000720  0.000181     3.214
   1.92745  0.88624 -0.00860 -0.95518  0.002419  0.000733  0.000143     3.301
   1.94435  0.90311 -0.00738 -0.95246  0.002536  0.000745  0.000105     3.404
   1.96111  0.91982 -0.00615 -0.94987  0.002662  0.000757  0.000070     3.517
   1.97757  0.93623 -0.00493 -0.94752  0.002782  0.000768  0.000042     3.622
   1.99344  0.95206 -0.00373 -0.94547  0.002857  0.000778  0.000030     3.673
   2.00831  0.96689 -0.00260 -0.92442  0.002777  0.000879  0.000162     3.158
   2.02166  0.98019 -0.00157 -0.89884  0.002745  0.001012  0.000375     2.712
   2.03312  0.99163 -0.00067 -0.87424  0.002913  0.001154  0.000482     2.524
   2.04153  1.00000  0.00000 -0.84729  0.003919  0.001340  0.000196     2.925
   2.04153  1.00010 -0.00001  0.84729  0.011866  0.005146  0.000000     2.306
   2.04992  1.00848 -0.00052  0.86727  0.009056  0.004675  0.000000     1.937
   2.05957  1.01812 -0.00102  0.88135  0.007769  0.004394  0.000000     1.768
   2.07067  1.02921 -0.00155  0.89516  0.006809  0.004148  0.000000     1.642
   2.08345  1.04197 -0.00211  0.90775  0.006087  0.003945  0.000000     1.543
   2.09814  1.05664 -0.00270  0.91898  0.005526  0.003778  0.000000     1.463
   2.11503  1.07353 -0.00331  0.92888  0.005081  0.003642  0.000000     1.395
   2.13447  1.09295 -0.00395  0.93757  0.004719  0.003530  0.000000     1.337
   2.15682  1.11530 -0.00462  0.94524  0.004420  0.003436  0.000000     1.286
   2.18254  1.14100 -0.00530  0.95203  0.004170  0.003356  0.000000     1.243
   2.21211  1.17057 -0.00600  0.95808  0.003960  0.003289  0.000000     1.204
   2.24613  1.20458 -0.00669  0.96347  0.003782  0.003230  0.000000     1.171
   2.28526  1.24371 -0.00736  0.96830  0.003632  0.003180  0.000000     1.142
   2.33027  1.28871 -0.00800  0.97260  0.003506  0.003136  0.000000     1.118
   2.38204  1.34048 -0.00858  0.97644  0.003400  0.003098  0.000000     1.098
   2.44159  1.40003 -0.00906  0.97985  0.003312  0.003065  0.000000     1.081
   2.51009  1.46852 -0.00943  0.98286  0.003239  0.003036  0.000000     1.067
   2.58887  1.54731 -0.00962  0.98551  0.003179  0.003011  0.000000     1.056
   2.67949  1.63793 -0.00959  0.98782  0.003130  0.002989  0.000000     1.047
   2.78373  1.74216 -0.00927  0.98983  0.003089  0.002971  0.000000     1.040
   2.90362  1.86205 -0.00860  0.99155  0.003056  0.002955  0.000000     1.034
   3.04153  1.99995 -0.00749  0.99310  0.003028  0.002941  0.000000     1.029
