actuator_unsteady 200 80 1.000e+02
residual and conservation information
n            dt               t                res              maxdiv           umom             vmom             k
166          6.28318531e-02   1.03672558e+01   7.68918594e-04   7.39339145e-15   3.54047993e+01   1.22266212e+00   1.80748074e+01 
167          6.28318531e-02   1.04300876e+01   7.74632989e-04   7.46278039e-15   3.54025821e+01   1.11075898e+00   1.80935596e+01 
168          6.28318531e-02   1.04929195e+01   7.80230578e-04   7.50441376e-15   3.54021785e+01   9.99028317e-01   1.81129798e+01 
169          6.28318531e-02   1.05557513e+01   7.85711378e-04   7.53910823e-15   3.54035704e+01   8.87481280e-01   1.81329910e+01 
170          6.28318531e-02   1.06185832e+01   7.91074891e-04   7.58768048e-15   3.54067349e+01   7.76132549e-01   1.81535128e+01 
171          6.28318531e-02   1.06814150e+01   7.96320088e-04   7.62931385e-15   3.54116436e+01   6.65000324e-01   1.81744607e+01 
172          6.28318531e-02   1.07442469e+01   8.01445401e-04   7.68829445e-15   3.54182632e+01   5.54106272e-01   1.81957470e+01 
173          6.28318531e-02   1.08070787e+01   8.06448718e-04   7.75074449e-15   3.54265548e+01   4.43475441e-01   1.82172807e+01 
174          6.28318531e-02   1.08699106e+01   8.11327376e-04   7.80625564e-15   3.54364739e+01   3.33136171e-01   1.82389675e+01 
175          6.28318531e-02   1.09327424e+01   8.16078161e-04   7.84095011e-15   3.54479706e+01   2.23120019e-01   1.82607102e+01 
176          6.28318531e-02   1.09955743e+01   8.20697306e-04   7.88952237e-15   3.54609885e+01   1.13461736e-01   1.82824083e+01 
177          6.28318531e-02   1.10584061e+01   8.25180492e-04   7.94503352e-15   3.54754656e+01   4.19931289e-03   1.83039588e+01 
178          6.28318531e-02   1.11212380e+01   8.29522851e-04   8.00054467e-15   3.54913329e+01  -1.04625885e-01   1.83252555e+01 
179          6.28318531e-02   1.11840698e+01   8.33718965e-04   8.04911693e-15   3.55085148e+01  -2.12968891e-01   1.83461898e+01 
180          6.28318531e-02   1.12469017e+01   8.37855733e-04   8.10462808e-15   3.55269290e+01  -3.20780820e-01   1.83666507e+01 
181          6.28318531e-02   1.13097336e+01   8.41904551e-04   8.16707812e-15   3.55464860e+01  -4.28008476e-01   1.83865250e+01 
182          6.28318531e-02   1.13725654e+01   8.45795272e-04   8.19136425e-15   3.55670891e+01  -5.34593924e-01   1.84056979e+01 
183          6.28318531e-02   1.14353973e+01   8.49519003e-04   8.23993651e-15   3.55886348e+01  -6.40474061e-01   1.84240537e+01 
184          6.28318531e-02   1.14982291e+01   8.53066332e-04   8.29891711e-15   3.56110130e+01  -7.45580248e-01   1.84414765e+01 
185          6.28318531e-02   1.15610610e+01   8.56427337e-04   8.37524494e-15   3.56341072e+01  -8.49838049e-01   1.84578515e+01 
186          6.28318531e-02   1.16238928e+01   8.59591598e-04   8.44116443e-15   3.56577955e+01  -9.53167159e-01   1.84730655e+01 
187          6.28318531e-02   1.16867247e+01   8.62670023e-04   8.53483950e-15   3.56819513e+01  -1.05548156e+00   1.84870091e+01 
188          6.28318531e-02   1.17495565e+01   8.65632702e-04   8.59035065e-15   3.57064443e+01  -1.15668994e+00   1.84995773e+01 
189          6.28318531e-02   1.18123884e+01   8.68362915e-04   8.65973959e-15   3.57311422e+01  -1.25669644e+00   1.85106715e+01 
190          6.28318531e-02   1.18752202e+01   8.70847072e-04   8.73606743e-15   3.57559115e+01  -1.35540170e+00   1.85202008e+01 
191          6.28318531e-02   1.19380521e+01   8.73071155e-04   8.79851747e-15   3.57806199e+01  -1.45270406e+00   1.85280831e+01 
192          6.28318531e-02   1.20008839e+01   8.75117556e-04   8.87484530e-15   3.58051371e+01  -1.54850111e+00   1.85342467e+01 
193          6.28318531e-02   1.20637158e+01   8.77022865e-04   8.93382590e-15   3.58293369e+01  -1.64269108e+00   1.85386311e+01 
194          6.28318531e-02   1.21265476e+01   8.78846633e-04   8.99974539e-15   3.58530985e+01  -1.73517433e+00   1.85411877e+01 
195          6.28318531e-02   1.21893795e+01   8.80967164e-04   9.06219544e-15   3.58763075e+01  -1.82585447e+00   1.85418800e+01 
196          6.28318531e-02   1.22522113e+01   8.82797605e-04   9.10729825e-15   3.58988570e+01  -1.91463920e+00   1.85406845e+01 
197          6.28318531e-02   1.23150432e+01   8.84456247e-04   9.16974829e-15   3.59206476e+01  -2.00144060e+00   1.85375900e+01 
198          6.28318531e-02   1.23778751e+01   8.85921802e-04   9.22872889e-15   3.59415879e+01  -2.08617501e+00   1.85325977e+01 
199          6.28318531e-02   1.24407069e+01   8.87033885e-04   9.30852617e-15   3.59615939e+01  -2.16876240e+00   1.85257211e+01 
200          6.28318531e-02   1.25035388e+01   8.87774760e-04   9.35709843e-15   3.59805890e+01  -2.24912541e+00   1.85169855e+01 
201          6.28318531e-02   1.25663706e+01   8.88252258e-04   9.41607903e-15   3.59985028e+01  -2.32718812e+00   1.85064275e+01 
