#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.74746  0.25833  0.07708  1.38468  0.000991  0.000337  0.000976     2.946
   0.76286  0.24295  0.07612  1.39212  0.000940  0.000324  0.001100     2.904
   0.77818  0.22767  0.07498  1.39936  0.000894  0.000311  0.001215     2.874
   0.79341  0.21250  0.07363  1.40665  0.000849  0.000298  0.001340     2.844
   0.80853  0.19747  0.07209  1.41380  0.000807  0.000286  0.001457     2.823
   0.82352  0.18258  0.07034  1.42118  0.000765  0.000273  0.001599     2.798
   0.83835  0.16787  0.06837  1.42855  0.000723  0.000261  0.001751     2.775
   0.85301  0.15338  0.06618  1.43564  0.000686  0.000248  0.001882     2.765
   0.86743  0.13916  0.06377  1.44319  0.000646  0.000235  0.002054     2.747
   0.88157  0.12527  0.06115  1.45064  0.000609  0.000222  0.002220     2.737
   0.89532  0.11181  0.05832  1.45849  0.000570  0.000209  0.002431     2.722
   0.90858  0.09890  0.05531  1.46624  0.000533  0.000196  0.002642     2.713
   0.92119  0.08670  0.05215  1.47413  0.000497  0.000184  0.002861     2.709
   0.93299  0.07535  0.04890  1.48243  0.000462  0.000171  0.003124     2.702
   0.94384  0.06500  0.04563  1.49111  0.000425  0.000158  0.003484     2.685
   0.95363  0.05576  0.04241  1.49916  0.000391  0.000146  0.003856     2.674
   0.96234  0.04762  0.03929  1.50667  0.000361  0.000135  0.004214     2.671
   0.97002  0.04054  0.03632  1.51446  0.000331  0.000125  0.004734     2.652
   0.97677  0.03441  0.03349  1.52098  0.000305  0.000115  0.005178     2.649
   0.98270  0.02912  0.03083  1.52796  0.000276  0.000106  0.005981     2.614
   0.98794  0.02453  0.02830  1.53222  0.000252  0.000097  0.006712     2.595
   0.99259  0.02055  0.02589  1.53476  0.000232  0.000090  0.007365     2.589
   0.99676  0.01707  0.02360  1.53724  0.000209  0.000082  0.008602     2.546
   1.00051  0.01404  0.02138  1.53494  0.000190  0.000075  0.009563     2.532
   1.00393  0.01138  0.01924  1.53056  0.000171  0.000069  0.011064     2.493
   1.00705  0.00906  0.01715  1.52008  0.000156  0.000063  0.012142     2.484
   1.00992  0.00704  0.01510  1.50674  0.000140  0.000057  0.013750     2.459
   1.01259  0.00530  0.01308  1.48498  0.000123  0.000052  0.016721     2.383
   1.01508  0.00381  0.01109  1.44593  0.000114  0.000048  0.017162     2.403
   1.01741  0.00258  0.00911  1.40181  0.000100  0.000043  0.020310     2.334
   1.01961  0.00159  0.00714  1.33321  0.000092  0.000040  0.021136     2.326
   1.02170  0.00084  0.00520  1.25130  0.000084  0.000037  0.022247     2.302
   1.02368  0.00034  0.00328  1.14368  0.000077  0.000034  0.023535     2.242
   1.02558  0.00006  0.00140  1.01582  0.000076  0.000033  0.020616     2.273
   1.02740  0.00001 -0.00042  0.88656  0.000071  0.000032  0.019865     2.235
   1.02924  0.00016 -0.00225  0.73385  0.000070  0.000031  0.016605     2.235
   1.03116  0.00056 -0.00413  0.57017  0.000070  0.000031  0.013118     2.230
   1.03315  0.00122 -0.00601  0.39588  0.000071  0.000032  0.009074     2.218
   1.03523  0.00215 -0.00788  0.22436  0.000076  0.000034  0.004796     2.217
   1.03742  0.00334 -0.00971  0.07206  0.000082  0.000037  0.001399     2.230
   1.03973  0.00480 -0.01150 -0.07152  0.000082  0.000037  0.001389     2.230
   1.04219  0.00653 -0.01325 -0.19426  0.000097  0.000043  0.003125     2.260
   1.04481  0.00853 -0.01495 -0.29964  0.000103  0.000046  0.004647     2.232
   1.04764  0.01081 -0.01661 -0.39173  0.000114  0.000050  0.005244     2.276
   1.05069  0.01339 -0.01825 -0.47203  0.000123  0.000055  0.005942     2.261
   1.05403  0.01631 -0.01986 -0.53775  0.000140  0.000061  0.005706     2.309
   1.05769  0.01960 -0.02147 -0.59745  0.000150  0.000066  0.006090     2.281
   1.06175  0.02333 -0.02307 -0.64817  0.000168  0.000072  0.005643     2.326
   1.06629  0.02758 -0.02468 -0.69453  0.000181  0.000078  0.005700     2.310
   1.07140  0.03242 -0.02630 -0.73253  0.000204  0.000086  0.005118     2.355
   1.07720  0.03799 -0.02793 -0.76932  0.000218  0.000094  0.005125     2.332
   1.08383  0.04440 -0.02958 -0.80062  0.000244  0.000103  0.004613     2.369
   1.09143  0.05182 -0.03124 -0.82874  0.000266  0.000112  0.004363     2.371
   1.10013  0.06037 -0.03289 -0.85301  0.000294  0.000123  0.003982     2.391
   1.11004  0.07015 -0.03450 -0.87377  0.000324  0.000135  0.003654     2.404
   1.12115  0.08115 -0.03602 -0.89264  0.000353  0.000147  0.003416     2.407
   1.13339  0.09331 -0.03741 -0.90723  0.000390  0.000160  0.003064     2.433
   1.14659  0.10645 -0.03865 -0.91944  0.000424  0.000174  0.002834     2.441
   1.16057  0.12039 -0.03970 -0.92969  0.000458  0.000187  0.002629     2.449
   1.17514  0.13494 -0.04057 -0.93697  0.000497  0.000201  0.002386     2.471
   1.19017  0.14995 -0.04126 -0.94312  0.000532  0.000215  0.002232     2.476
   1.20554  0.16531 -0.04177 -0.94793  0.000567  0.000228  0.002081     2.486
   1.22118  0.18095 -0.04212 -0.95147  0.000604  0.000242  0.001936     2.499
   1.23702  0.19679 -0.04234 -0.95408  0.000640  0.000255  0.001810     2.510
   1.25305  0.21282 -0.04242 -0.95604  0.000675  0.000268  0.001703     2.519
   1.26922  0.22898 -0.04239 -0.95745  0.000710  0.000281  0.001607     2.528
   1.28551  0.24528 -0.04226 -0.95829  0.000745  0.000293  0.001515     2.538
   1.30191  0.26167 -0.04204 -0.95882  0.000779  0.000306  0.001436     2.546
   1.31840  0.27816 -0.04174 -0.95941  0.000809  0.000318  0.001381     2.548
   1.33498  0.29474 -0.04137 -0.95927  0.000845  0.000330  0.001303     2.561
   1.35163  0.31138 -0.04094 -0.95958  0.000873  0.000341  0.001266     2.559
   1.36834  0.32809 -0.04046 -0.95939  0.000905  0.000353  0.001209     2.567
   1.38512  0.34486 -0.03994 -0.95956  0.000931  0.000363  0.001179     2.564
   1.40194  0.36167 -0.03937 -0.95952  0.000959  0.000374  0.001141     2.567
   1.41879  0.37851 -0.03878 -0.95980  0.000983  0.000384  0.001121     2.561
   1.43564  0.39535 -0.03816 -0.96040  0.001002  0.000393  0.001111     2.552
   1.45245  0.41214 -0.03751 -0.96164  0.001015  0.000401  0.001121     2.533
   1.46922  0.42890 -0.03682 -0.96209  0.001040  0.000410  0.001091     2.537
   1.48599  0.44566 -0.03608 -0.96218  0.001068  0.000419  0.001051     2.547
   1.50279  0.46243 -0.03530 -0.96191  0.001099  0.000429  0.001007     2.560
   1.51960  0.47923 -0.03448 -0.96142  0.001130  0.000439  0.000964     2.573
   1.53644  0.49605 -0.03362 -0.96089  0.001159  0.000449  0.000928     2.583
   1.55331  0.51289 -0.03272 -0.96010  0.001191  0.000459  0.000889     2.596
   1.57020  0.52976 -0.03180 -0.95931  0.001221  0.000469  0.000857     2.606
   1.58711  0.54664 -0.03085 -0.95827  0.001254  0.000479  0.000821     2.619
   1.60404  0.56354 -0.02988 -0.95734  0.001283  0.000488  0.000795     2.627
   1.62099  0.58046 -0.02888 -0.95628  0.001313  0.000498  0.000767     2.636
   1.63796  0.59740 -0.02786 -0.95511  0.001345  0.000508  0.000738     2.647
   1.65494  0.61435 -0.02683 -0.95394  0.001375  0.000518  0.000714     2.656
   1.67193  0.63131 -0.02577 -0.95274  0.001405  0.000527  0.000690     2.665
   1.68894  0.64828 -0.02470 -0.95146  0.001436  0.000537  0.000667     2.675
   1.70596  0.66526 -0.02362 -0.95010  0.001468  0.000547  0.000643     2.686
   1.72298  0.68226 -0.02253 -0.94871  0.001500  0.000557  0.000620     2.696
   1.74002  0.69925 -0.02142 -0.94720  0.001535  0.000566  0.000595     2.709
   1.75706  0.71626 -0.02031 -0.94565  0.001569  0.000576  0.000572     2.722
   1.77410  0.73327 -0.01918 -0.94393  0.001608  0.000587  0.000545     2.740
   1.79115  0.75028 -0.01804 -0.94212  0.001648  0.000597  0.000518     2.759
   1.80821  0.76729 -0.01690 -0.94006  0.001695  0.000608  0.000485     2.786
   1.82526  0.78431 -0.01574 -0.93784  0.001747  0.000620  0.000450     2.818
   1.84231  0.80132 -0.01458 -0.93534  0.001808  0.000632  0.000409     2.860
   1.85937  0.81833 -0.01340 -0.93250  0.001883  0.000645  0.000360     2.918
   1.87641  0.83534 -0.01222 -0.92926  0.001980  0.000660  0.000301     3.001
   1.89345  0.85233 -0.01102 -0.92574  0.002103  0.000675  0.000233     3.114
   1.91046  0.86931 -0.00982 -0.92195  0.002272  0.000692  0.000153     3.285
   1.92745  0.88624 -0.00860 -0.91831  0.002503  0.000708  0.000067     3.536
   1.94435  0.90311 -0.00738 -0.91527  0.002820  0.000722 -0.000013     3.907
   1.96111  0.91982 -0.00615 -0.91297  0.003226  0.000733 -0.000065     4.403
   1.97757  0.93623 -0.00493 -0.91127  0.003727  0.000741 -0.000085     5.029
   1.99344  0.95206 -0.00373 -0.91026  0.004322  0.000746 -0.000084     5.792
   2.00831  0.96689 -0.00260 -0.90983  0.004991  0.000748 -0.000080     6.669
   2.02166  0.98019 -0.00157 -0.90983  0.005714  0.000748 -0.000077     7.640
   2.03312  0.99163 -0.00067 -0.91008  0.006442  0.000745 -0.000075     8.645
   2.04153  1.00000  0.00000 -0.88313  0.008040  0.001014 -0.000054     7.926
   2.04153  1.00010 -0.00001  0.88313  0.017266  0.005489  0.000000     3.145
   2.04992  1.00848 -0.00051  0.88289  0.013507  0.005497  0.000000     2.457
   2.05957  1.01812 -0.00099  0.88695  0.011605  0.005389  0.000000     2.153
   2.07067  1.02921 -0.00147  0.89423  0.010039  0.005214  0.000000     1.925
   2.08345  1.04197 -0.00196  0.90330  0.008781  0.005016  0.000000     1.751
   2.09814  1.05665 -0.00246  0.91314  0.007775  0.004820  0.000000     1.613
   2.11503  1.07354 -0.00295  0.92287  0.006977  0.004641  0.000000     1.503
   2.13447  1.09297 -0.00343  0.93198  0.006344  0.004486  0.000000     1.414
   2.15682  1.11532 -0.00389  0.94023  0.005838  0.004355  0.000000     1.341
   2.18254  1.14103 -0.00431  0.94762  0.005430  0.004243  0.000000     1.280
   2.21211  1.17061 -0.00467  0.95420  0.005098  0.004149  0.000000     1.229
   2.24613  1.20463 -0.00494  0.96005  0.004827  0.004068  0.000000     1.186
   2.28526  1.24376 -0.00510  0.96525  0.004604  0.003999  0.000000     1.151
   2.33027  1.28877 -0.00509  0.96989  0.004421  0.003940  0.000000     1.122
   2.38204  1.34054 -0.00487  0.97401  0.004272  0.003888  0.000000     1.099
   2.44159  1.40008 -0.00437  0.97768  0.004150  0.003843  0.000000     1.080
   2.51009  1.46857 -0.00353  0.98091  0.004050  0.003804  0.000000     1.065
   2.58887  1.54735 -0.00225  0.98377  0.003970  0.003771  0.000000     1.053
   2.67949  1.63795 -0.00043  0.98626  0.003904  0.003742  0.000000     1.043
   2.78373  1.74215  0.00205  0.98844  0.003851  0.003717  0.000000     1.036
   2.90362  1.86200  0.00534  0.99032  0.003808  0.003695  0.000000     1.030
   3.04153  1.99984  0.00960  0.99204  0.003771  0.003676  0.000000     1.026
